name,metal,ox,high_spin,spin_splitting_kcal/mol,energetic_homo_ls_eV,energetic_homo_hs_eV,energetic_lumo_ls_eV,energetic_lumo_hs_eV,energetic_gap_ls_eV,energetic_gap_hs_eV
co_2_[OH]-[PH]-[PH]-[OH]_[OH]-[PH]-[PH]-[OH]_[OH]-[PH]-[PH]-[OH]_[OH]-[PH]-[PH]-[OH]_[OH]-[PH]-[PH]-[OH]_[OH]-[PH]-[PH]-[OH],co,2,4,-22.7727881844425,-13.7036540018713,-13.8288263775834,-10.5335275300326,-10.299509610223,3.17012647183878,3.52931676736043
co_2_[OH]-[S]-[S]-[OH]_[OH]-[S]-[S]-[OH]_[OH]-[S]-[S]-[OH]_[OH]-[S]-[S]-[OH]_[OH]-[S]-[S]-[OH]_[OH]-[S]-[S]-[OH],co,2,4,-19.3737706065458,-14.642446819712,-14.4410825631317,-11.3580325265709,-11.2709560912929,3.28441429314113,3.17012647183878
co_2_[O]=[CH]-[CH]=[O]_[O]=[CH]-[CH]=[O]_[O]=[CH]-[CH]=[O]_[O]=[CH]-[CH]=[O]_[O]=[CH]-[CH]=[O]_[O]=[CH]-[CH]=[O],co,2,4,-17.4557445389397,-16.0139006753401,-16.3295527532228,-12.3185944532311,-11.9784521279265,3.69530622210907,4.35110062529632
co_2_[PH2]-[CH]=[CH]-[PH2]_[PH2]-[CH]=[CH]-[PH2]_[PH2]-[CH]=[CH]-[PH2]_[PH2]-[CH]=[CH]-[PH2]_[PH2]-[CH]=[CH]-[PH2]_[PH2]-[CH]=[CH]-[PH2],co,2,4,9.99462489139146,-12.5689392046552,-13.1294937567572,-9.47500461368468,-10.0818185220281,3.09393459097056,3.04767523472913
co_2_[PH2]-[PH]-[PH]-[PH2]_[PH2]-[PH]-[PH]-[PH2]_[PH2]-[PH]-[PH]-[PH2]_[PH2]-[PH]-[PH]-[PH2]_[PH2]-[PH]-[PH]-[PH2]_[PH2]-[PH]-[PH]-[PH2],co,2,4,7.43615211184861,-12.3322001462432,-12.6641790557405,-9.76888758274784,-10.0410014429915,2.56331256349539,2.623177612749
co_2_[PH2]-[S]-[S]-[PH2]_[PH2]-[S]-[S]-[PH2]_[PH2]-[S]-[S]-[PH2]_[PH2]-[S]-[S]-[PH2]_[PH2]-[S]-[S]-[PH2]_[PH2]-[S]-[S]-[PH2],co,2,4,6.37785983207596,-13.2845986570961,-13.4097710328082,-10.4954315895984,-10.8464584693128,2.78916706749764,2.56331256349539
co_2_[SH]-[CH2]-[CH2]-[SH]_[SH]-[CH2]-[CH2]-[SH]_[SH]-[CH2]-[CH2]-[SH]_[SH]-[CH2]-[CH2]-[SH]_[SH]-[CH2]-[CH2]-[SH]_[SH]-[CH2]-[CH2]-[SH],co,2,4,-6.98722524588228,-13.1703108357937,-13.6710003386421,-10.4437299561521,-10.4001917385132,2.7265808796416,3.27080860012894
co_2_[SH]-[PH]-[PH]-[SH]_[SH]-[PH]-[PH]-[SH]_[SH]-[PH]-[PH]-[SH]_[SH]-[PH]-[PH]-[SH]_[SH]-[PH]-[PH]-[SH]_[SH]-[PH]-[PH]-[SH],co,2,4,-12.3373585330361,-13.22201246924,-13.352627122157,-10.8246893604933,-10.6206039653105,2.39732310874675,2.73202315684647
co_2_[SH]-[S]-[S]-[SH]_[SH]-[S]-[S]-[SH]_[SH]-[S]-[S]-[SH]_[SH]-[S]-[S]-[SH]_[SH]-[S]-[S]-[SH]_[SH]-[S]-[S]-[SH],co,2,4,-9.89887648400357,-14.0029792481394,-14.0329117727662,-11.7008959904779,-11.4777626250781,2.30208325766147,2.55514914768809
co_2_[S]=[CH]-[CH]=[S]_[S]=[CH]-[CH]=[S]_[S]=[CH]-[CH]=[S]_[S]=[CH]-[CH]=[S]_[S]=[CH]-[CH]=[S]_[S]=[CH]-[CH]=[S],co,2,4,8.35118103076511,-13.5948084577739,-14.1716898414905,-12.6260831153064,-12.1634895528922,0.968725342467472,2.00820028859831
co_3_[O]=[CH]-[CH]=[O]_[O]=[CH]-[CH]=[O]_[O]=[CH]-[CH]=[O]_[O]=[CH]-[CH]=[O]_[O]=[CH]-[CH]=[O]_[O]=[CH]-[CH]=[O],co,3,5,5.72864687610421,-22.125577976413,-21.1405258023309,-17.695564331646,-19.4561410074226,4.43001364476699,1.68438479490834
co_3_[S]=[CH]-[CH]=[S]_[S]=[CH]-[CH]=[S]_[S]=[CH]-[CH]=[S]_[S]=[CH]-[CH]=[S]_[S]=[CH]-[CH]=[S]_[S]=[CH]-[CH]=[S],co,3,5,36.2193916375537,-19.8561483819808,-18.6343571494867,-16.5009844851763,-16.7622137910102,3.35516389680448,1.87214335847646
cr_2_[OH]-[PH]-[PH]-[OH]_[OH]-[PH]-[PH]-[OH]_[OH]-[PH]-[PH]-[OH]_[OH]-[PH]-[PH]-[OH]_[OH]-[PH]-[PH]-[OH]_[OH]-[PH]-[PH]-[OH],cr,2,5,-49.1789901331695,-13.0369750442743,-13.3063677659156,-9.56208104896265,-9.28180377291167,3.4748939953117,4.02456399300391
cr_2_[OH]-[P]=[P]-[OH]_[OH]-[P]=[P]-[OH]_[OH]-[P]=[P]-[OH]_[OH]-[P]=[P]-[OH]_[OH]-[P]=[P]-[OH]_[OH]-[P]=[P]-[OH],cr,2,5,-51.0107057872717,-13.1430994497694,-13.5594336559422,-9.88589654265262,-9.83419490920632,3.25720290711676,3.72523874673588
cr_2_[PH2]-[CH]=[CH]-[PH2]_[PH2]-[CH]=[CH]-[PH2]_[PH2]-[CH]=[CH]-[PH2]_[PH2]-[CH]=[CH]-[PH2]_[PH2]-[CH]=[CH]-[PH2]_[PH2]-[CH]=[CH]-[PH2],cr,2,5,-28.650884976089,-13.3281368747351,-12.3022676216164,-10.3729803524888,-9.33350540635797,2.95515652224628,2.96876221525847
cr_2_[PH2]-[O]-[O]-[PH2]_[PH2]-[O]-[O]-[PH2]_[PH2]-[O]-[O]-[PH2]_[PH2]-[O]-[O]-[PH2]_[PH2]-[O]-[O]-[PH2]_[PH2]-[O]-[O]-[PH2],cr,2,5,-33.9340766819885,-14.7512923638095,-13.6138564279909,-11.9049813856607,-10.7321706480104,2.84631097814881,2.88168577998049
cr_2_[PH2]-[PH]-[PH]-[PH2]_[PH2]-[PH]-[PH]-[PH2]_[PH2]-[PH]-[PH]-[PH2]_[PH2]-[PH]-[PH]-[PH2]_[PH2]-[PH]-[PH]-[PH2]_[PH2]-[PH]-[PH]-[PH2],cr,2,5,-34.3417651943318,-13.0179270740573,-12.0845765334215,-10.3348844120547,-9.47772575228711,2.68304266200261,2.60685078113438
cr_2_[SH]-[CH2]-[CH2]-[SH]_[SH]-[CH2]-[CH2]-[SH]_[SH]-[CH2]-[CH2]-[SH]_[SH]-[CH2]-[CH2]-[SH]_[SH]-[CH2]-[CH2]-[SH]_[SH]-[CH2]-[CH2]-[SH],cr,2,5,-45.1700217381052,-13.0832344005158,-12.792072570055,-10.0763762448232,-9.93215589889404,3.00685815569258,2.859916671161
cr_2_[SH]-[NH]-[NH]-[SH]_[SH]-[NH]-[NH]-[SH]_[SH]-[NH]-[NH]-[SH]_[SH]-[NH]-[NH]-[SH]_[SH]-[NH]-[NH]-[SH]_[SH]-[NH]-[NH]-[SH],cr,2,5,-34.8773799216812,-13.8941337040419,-13.3852807853862,-11.1131300523516,-10.5525755002496,2.78100365169033,2.83270528513663
cr_2_[SH]-[PH]-[PH]-[SH]_[SH]-[PH]-[PH]-[SH]_[SH]-[PH]-[PH]-[SH]_[SH]-[PH]-[PH]-[SH]_[SH]-[PH]-[PH]-[SH]_[SH]-[PH]-[PH]-[SH],cr,2,5,-44.7812918557108,-13.4941263294837,-12.9798311336232,-10.5090372826106,-10.2097120363426,2.98508904687309,2.77011909728058
cr_2_[SH]-[S]-[S]-[SH]_[SH]-[S]-[S]-[SH]_[SH]-[S]-[S]-[SH]_[SH]-[S]-[S]-[SH]_[SH]-[S]-[S]-[SH]_[SH]-[S]-[S]-[SH],cr,2,5,-50.6061024247329,-14.0601231587906,-13.9022971198492,-11.3634748037758,-11.0559861417004,2.6966483550148,2.84631097814881
cr_2_[S]=[P]-[P]=[S]_[S]=[P]-[P]=[S]_[S]=[P]-[P]=[S]_[S]=[P]-[P]=[S]_[S]=[P]-[P]=[S]_[S]=[P]-[P]=[S],cr,2,5,-37.996469916167,-14.0846134062125,-13.265550686879,-12.2097489091336,-12.4029497499066,1.8748644970789,0.862600936972441
cr_3_[NH]=[P]-[P]=[NH]_[NH]=[P]-[P]=[NH]_[NH]=[P]-[P]=[NH]_[NH]=[P]-[P]=[NH]_[NH]=[P]-[P]=[NH]_[NH]=[P]-[P]=[NH],cr,3,4,-27.9105614724345,-16.8220788402638,-17.7499871036948,-16.4438405745251,-15.1322517681506,0.378238265738705,2.61773533554413
cr_3_[OH]-[PH]-[PH]-[OH]_[OH]-[PH]-[PH]-[OH]_[OH]-[PH]-[PH]-[OH]_[OH]-[PH]-[PH]-[OH]_[OH]-[PH]-[PH]-[OH]_[OH]-[PH]-[PH]-[OH],cr,3,4,-27.9449528195695,-17.6302570051875,-17.8969285882263,-15.1649054313799,-14.8084362744607,2.46535157380767,3.08849231376568
cr_3_[O]=[CH]-[CH]=[O]_[O]=[CH]-[CH]=[O]_[O]=[CH]-[CH]=[O]_[O]=[CH]-[CH]=[O]_[O]=[CH]-[CH]=[O]_[O]=[CH]-[CH]=[O],cr,3,4,-23.3659639168134,-21.415360801177,-21.6711478298061,-17.6411415595973,-17.4288927486072,3.77421924157974,4.24225508119886
cr_3_[PH2]-[O]-[O]-[PH2]_[PH2]-[O]-[O]-[PH2]_[PH2]-[O]-[O]-[PH2]_[PH2]-[O]-[O]-[PH2]_[PH2]-[O]-[O]-[PH2]_[PH2]-[O]-[O]-[PH2],cr,3,4,-26.543445299044,-19.2738247210593,-19.1677003155643,-15.9186608242548,-15.4479038460333,3.35516389680448,3.719796469531
fe_2_[OH]-[PH]-[PH]-[OH]_[OH]-[PH]-[PH]-[OH]_[OH]-[PH]-[PH]-[OH]_[OH]-[PH]-[PH]-[OH]_[OH]-[PH]-[PH]-[OH]_[OH]-[PH]-[PH]-[OH],fe,2,5,-27.8232717670586,-14.0410751885735,-13.8097784073664,-8.97159397223388,-9.72534936510885,5.06948121633962,4.08442904225752
fe_2_[OH]-[S]-[S]-[OH]_[OH]-[S]-[S]-[OH]_[OH]-[S]-[S]-[OH]_[OH]-[S]-[S]-[OH]_[OH]-[S]-[S]-[OH]_[OH]-[S]-[S]-[OH],fe,2,5,-27.174697364923,-14.7567346410144,-14.6887061759534,-10.1879429275231,-10.879112132542,4.56879171349126,3.80959404341141
fe_2_[PH2]-[S]-[S]-[PH2]_[PH2]-[S]-[S]-[PH2]_[PH2]-[S]-[S]-[PH2]_[PH2]-[S]-[S]-[PH2]_[PH2]-[S]-[S]-[PH2]_[PH2]-[S]-[S]-[PH2],fe,2,5,15.1938004206967,-13.5975295963763,-13.3825596467838,-9.42330298023838,-10.623325103913,4.17422661613794,2.75923454287084
fe_2_[SH]-[CH2]-[CH2]-[SH]_[SH]-[CH2]-[CH2]-[SH]_[SH]-[CH2]-[CH2]-[SH]_[SH]-[CH2]-[CH2]-[SH]_[SH]-[CH2]-[CH2]-[SH]_[SH]-[CH2]-[CH2]-[SH],fe,2,5,-6.93384163418962,-14.0492386043808,-13.6138564279909,-8.84097931931692,-10.0818185220281,5.20825928506389,3.53203790596287
fe_2_[SH]-[NH]-[NH]-[SH]_[SH]-[NH]-[NH]-[SH]_[SH]-[NH]-[NH]-[SH]_[SH]-[NH]-[NH]-[SH]_[SH]-[NH]-[NH]-[SH]_[SH]-[NH]-[NH]-[SH],fe,2,5,-3.55736407122589,-14.7376866707973,-13.7145385562811,-9.74711847392835,-10.7920356972641,4.99056819686895,2.92250285901704
fe_2_[SH]-[PH]-[PH]-[SH]_[SH]-[PH]-[PH]-[SH]_[SH]-[PH]-[PH]-[SH]_[SH]-[PH]-[PH]-[SH]_[SH]-[PH]-[PH]-[SH]_[SH]-[PH]-[PH]-[SH],fe,2,5,-17.6697234495516,-13.676442615847,-13.352627122157,-9.30357288173116,-10.2913461944157,4.37286973411582,3.06128092774132
fe_3_[O]=[CH]-[CH]=[O]_[O]=[CH]-[CH]=[O]_[O]=[CH]-[CH]=[O]_[O]=[CH]-[CH]=[O]_[O]=[CH]-[CH]=[O]_[O]=[CH]-[CH]=[O],fe,3,6,-10.1410782608011,-21.9922421848936,-21.4833892662379,-17.7744773511167,-18.4302717543039,4.21776483377692,3.05311751193401
fe_3_[PH2]-[CH]=[CH]-[PH2]_[PH2]-[CH]=[CH]-[PH2]_[PH2]-[CH]=[CH]-[PH2]_[PH2]-[CH]=[CH]-[PH2]_[PH2]-[CH]=[CH]-[PH2]_[PH2]-[CH]=[CH]-[PH2],fe,3,6,27.4407205307173,-18.6261937336794,-17.2057593832074,-14.5635338002413,-14.7376866707973,4.06265993343803,2.46807271241011
fe_3_[S]=[CH]-[CH]=[S]_[S]=[CH]-[CH]=[S]_[S]=[CH]-[CH]=[S]_[S]=[CH]-[CH]=[S]_[S]=[CH]-[CH]=[S]_[S]=[CH]-[CH]=[S],fe,3,6,15.1911520796411,-19.633015016581,-18.6343571494867,-16.4628885447422,-16.5281958712007,3.17012647183878,2.10616127828602
mn_2_[OH]-[S]-[S]-[OH]_[OH]-[S]-[S]-[OH]_[OH]-[S]-[S]-[OH]_[OH]-[S]-[S]-[OH]_[OH]-[S]-[S]-[OH]_[OH]-[S]-[S]-[OH],mn,2,6,-50.3303842376521,-14.6206777108925,-14.4410825631317,-10.1552892642939,-9.92399248308674,4.46538844659867,4.51709008004496
mn_2_[O]=[CH]-[CH]=[O]_[O]=[CH]-[CH]=[O]_[O]=[CH]-[CH]=[O]_[O]=[CH]-[CH]=[O]_[O]=[CH]-[CH]=[O]_[O]=[CH]-[CH]=[O],mn,2,6,-34.006047939615,-15.2410973122481,-15.8533534977964,-12.4628147991602,-11.9648464349143,2.7782825130879,3.88850706288208
mn_2_[PH2]-[PH]-[PH]-[PH2]_[PH2]-[PH]-[PH]-[PH2]_[PH2]-[PH]-[PH]-[PH2]_[PH2]-[PH]-[PH]-[PH2]_[PH2]-[PH]-[PH]-[PH2]_[PH2]-[PH]-[PH]-[PH2],mn,2,6,-17.6887706843851,-13.0070425196475,-12.5961505906796,-9.68997456327718,-9.17023709021176,3.31706795637037,3.42591350046783
mn_2_[PH2]-[S]-[S]-[PH2]_[PH2]-[S]-[S]-[PH2]_[PH2]-[S]-[S]-[PH2]_[PH2]-[S]-[S]-[PH2]_[PH2]-[S]-[S]-[PH2]_[PH2]-[S]-[S]-[PH2],mn,2,6,-18.2099480498797,-13.5539913787373,-13.3471848449521,-10.4954315895984,-9.86684857243556,3.05855978913888,3.48033627251657
mn_2_[SH]-[CH2]-[CH2]-[SH]_[SH]-[CH2]-[CH2]-[SH]_[SH]-[CH2]-[CH2]-[SH]_[SH]-[CH2]-[CH2]-[SH]_[SH]-[CH2]-[CH2]-[SH]_[SH]-[CH2]-[CH2]-[SH],mn,2,6,-36.2012287522572,-13.4206555872179,-13.5621547945446,-9.28724605011654,-9.25731352548974,4.13340953710139,4.3048412690549
mn_2_[SH]-[NH]-[NH]-[SH]_[SH]-[NH]-[NH]-[SH]_[SH]-[NH]-[NH]-[SH]_[SH]-[NH]-[NH]-[SH]_[SH]-[NH]-[NH]-[SH]_[SH]-[NH]-[NH]-[SH],mn,2,6,-35.2442089080595,-14.1471995940685,-13.4859629136764,-10.2151543135475,-9.85596401802582,3.93204528052107,3.62999889565059
mn_2_[SH]-[S]-[S]-[SH]_[SH]-[S]-[S]-[SH]_[SH]-[S]-[S]-[SH]_[SH]-[S]-[S]-[SH]_[SH]-[S]-[S]-[SH]_[SH]-[S]-[S]-[SH],mn,2,6,-46.8969055967412,-13.9213450900663,-14.125430485249,-10.4682202035741,-10.5416909458399,3.45312488649221,3.58373953940916
mn_3_[SH]-[CH2]-[CH2]-[SH]_[SH]-[CH2]-[CH2]-[SH]_[SH]-[CH2]-[CH2]-[SH]_[SH]-[CH2]-[CH2]-[SH]_[SH]-[CH2]-[CH2]-[SH]_[SH]-[CH2]-[CH2]-[SH],mn,3,5,-43.8795040145694,-18.6017034862575,-17.5214114610901,-15.9921315665206,-16.44928285173,2.60957191973682,1.07212860936007
mn_3_[S]=[CH]-[CH]=[S]_[S]=[CH]-[CH]=[S]_[S]=[CH]-[CH]=[S]_[S]=[CH]-[CH]=[S]_[S]=[CH]-[CH]=[S]_[S]=[CH]-[CH]=[S],mn,3,5,-34.8283126971221,-19.6003613533517,-18.1227830922286,-16.9200398299516,-16.835684533276,2.68032152340017,1.28709855895257
co_2_[NH2]-[PH]-[PH]-[NH2]_[NH2]-[PH]-[PH]-[NH2]_[NH2]-[PH]-[PH]-[NH2]_[NH2]-[PH]-[PH]-[NH2]_[NH2]-[PH]-[PH]-[NH2]_[NH2]-[PH]-[PH]-[NH2],co,2,4,-14.9167972818728,-12.9526197475988,-13.1104457865401,-9.23554441667024,-9.55391763315534,3.71707533092857,3.5565281533848
co_2_[OH]-[O]-[O]-[OH]_[OH]-[O]-[O]-[OH]_[OH]-[O]-[O]-[OH]_[OH]-[O]-[O]-[OH]_[OH]-[O]-[O]-[OH]_[OH]-[O]-[O]-[OH],co,2,4,-21.5126085988515,-16.941808938771,-17.265624432461,-12.8247262332843,-12.879149005333,4.11708270548677,4.386475427128
co_2_[PH]=[P]-[P]=[PH]_[PH]=[P]-[P]=[PH]_[PH]=[P]-[P]=[PH]_[PH]=[P]-[P]=[PH]_[PH]=[P]-[P]=[PH]_[PH]=[P]-[P]=[PH],co,2,4,4.41180908386908,-12.8464953421038,-13.4669149434593,-11.202927626232,-11.3226577247392,1.64356771587178,2.14425721872014
co_2_[S]-[NH]-[NH]-[S]_[S]-[NH]-[NH]-[S]_[S]-[NH]-[NH]-[S]_[S]-[NH]-[NH]-[S]_[S]-[NH]-[NH]-[S]_[S]-[NH]-[NH]-[S],co,2,4,-7.33969449356249,-13.246502716662,-13.2573872710717,-10.8274104990957,-10.6287673811178,2.41909221756625,2.62861988995388
co_3_[O]-[NH]-[NH]-[O]_[O]-[NH]-[NH]-[O]_[O]-[NH]-[NH]-[O]_[O]-[NH]-[NH]-[O]_[O]-[NH]-[NH]-[O]_[O]-[NH]-[NH]-[O],co,3,5,-11.16123070365,-20.7133070417483,-19.7581873922931,-16.9690203247954,-17.7935253213337,3.74428671695293,1.96466207095931
co_3_[PH2]-[S]-[S]-[PH2]_[PH2]-[S]-[S]-[PH2]_[PH2]-[S]-[S]-[PH2]_[PH2]-[S]-[S]-[PH2]_[PH2]-[S]-[S]-[PH2]_[PH2]-[S]-[S]-[PH2],co,3,5,35.6539152401009,-17.2819512640756,-15.9241031014597,-14.2016223661173,-15.309125777309,3.08032889795837,0.614977324150701
co_3_[SH]-[CH2]-[CH2]-[SH]_[SH]-[CH2]-[CH2]-[SH]_[SH]-[CH2]-[CH2]-[SH]_[SH]-[CH2]-[CH2]-[SH]_[SH]-[CH2]-[CH2]-[SH]_[SH]-[CH2]-[CH2]-[SH],co,3,5,23.5278909168651,-18.922797841345,-18.0329855183482,-14.7812248884363,-16.4302348815129,4.14157295290869,1.60275063683523
cr_2_[PH2]-[S]-[S]-[PH2]_[PH2]-[S]-[S]-[PH2]_[PH2]-[S]-[S]-[PH2]_[PH2]-[S]-[S]-[PH2]_[PH2]-[S]-[S]-[PH2]_[PH2]-[S]-[S]-[PH2],cr,2,5,-35.9663930582019,-13.483241775074,-13.0152059354549,-11.159389408593,-10.2450868381743,2.32385236648096,2.77011909728059
cr_3_[NH]=[N]-[N]=[NH]_[NH]=[N]-[N]=[NH]_[NH]=[N]-[N]=[NH]_[NH]=[N]-[N]=[NH]_[NH]=[N]-[N]=[NH]_[NH]=[N]-[N]=[NH],cr,3,4,-21.7139293886018,-21.203111990187,-21.6684266912036,-19.2955938298788,-18.3758489822552,1.90751816030814,3.29257770894844
fe_2_[NH]=[P]-[P]=[NH]_[NH]=[P]-[P]=[NH]_[NH]=[P]-[P]=[NH]_[NH]=[P]-[P]=[NH]_[NH]=[P]-[P]=[NH]_[NH]=[P]-[P]=[NH],fe,2,5,6.9847640910063,-13.9893735551272,-13.2138490534327,-11.0804763891223,-10.9879576766395,2.90889716600486,2.22589137679324
fe_2_[O]-[NH]-[NH]-[O]_[O]-[NH]-[NH]-[O]_[O]-[NH]-[NH]-[O]_[O]-[NH]-[NH]-[O]_[O]-[NH]-[NH]-[O]_[O]-[NH]-[NH]-[O],fe,2,5,-23.5305979927142,-14.449245978939,-14.1608052870807,-10.6042771336959,-10.5117584212131,3.84496884524309,3.64904686586765
fe_2_[SH]-[O]-[O]-[SH]_[SH]-[O]-[O]-[SH]_[SH]-[O]-[O]-[SH]_[SH]-[O]-[O]-[SH]_[SH]-[O]-[O]-[SH]_[SH]-[O]-[O]-[SH],fe,2,5,-11.5625048146416,-15.7172965676745,-15.1812322629945,-11.1512259927857,-12.0600862859996,4.56607057488882,3.12114597699492
fe_2_[S]-[NH]-[NH]-[S]_[S]-[NH]-[NH]-[S]_[S]-[NH]-[NH]-[S]_[S]-[NH]-[NH]-[S]_[S]-[NH]-[NH]-[S]_[S]-[NH]-[NH]-[S],fe,2,5,-10.2990426638286,-13.3226945975302,-13.2356181622522,-10.7621031726372,-10.598834856491,2.56059142489296,2.63678330576118
fe_3_[O]-[NH]-[NH]-[O]_[O]-[NH]-[NH]-[O]_[O]-[NH]-[NH]-[O]_[O]-[NH]-[NH]-[O]_[O]-[NH]-[NH]-[O]_[O]-[NH]-[NH]-[O],fe,3,6,-22.0777318966195,-20.2915305583707,-19.975878480488,-17.2139227990147,-17.3173260659073,3.07760775935593,2.65855241458068
fe_3_[PH2]-[O]-[O]-[PH2]_[PH2]-[O]-[O]-[PH2]_[PH2]-[O]-[O]-[PH2]_[PH2]-[O]-[O]-[PH2]_[PH2]-[O]-[O]-[PH2]_[PH2]-[O]-[O]-[PH2],fe,3,6,18.3545282407075,-19.739139422076,-18.2452343293382,-16.0111795367377,-15.8832860224232,3.72795988533832,2.36194830691507
fe_3_[PH2]-[PH]-[PH]-[PH2]_[PH2]-[PH]-[PH]-[PH2]_[PH2]-[PH]-[PH]-[PH2]_[PH2]-[PH]-[PH]-[PH2]_[PH2]-[PH]-[PH]-[PH2]_[PH2]-[PH]-[PH]-[PH2],fe,3,6,18.7250622312702,-16.8057520086492,-16.1363519124498,-13.9159028128614,-14.106382515032,2.8898491957878,2.0299693974178
fe_3_[SH]-[CH2]-[CH2]-[SH]_[SH]-[CH2]-[CH2]-[SH]_[SH]-[CH2]-[CH2]-[SH]_[SH]-[CH2]-[CH2]-[SH]_[SH]-[CH2]-[CH2]-[SH]_[SH]-[CH2]-[CH2]-[SH],fe,3,6,-1.11608176153074,-18.7649718024037,-18.1200619536262,-15.0751078574995,-15.4206924600089,3.6898639449042,2.69936949361723
mn_2_[NH2]-[PH]-[PH]-[NH2]_[NH2]-[PH]-[PH]-[NH2]_[NH2]-[PH]-[PH]-[NH2]_[NH2]-[PH]-[PH]-[NH2]_[NH2]-[PH]-[PH]-[NH2]_[NH2]-[PH]-[PH]-[NH2],mn,2,6,-38.423457733431,-12.3947863340993,-12.9771099950207,-8.39199144991486,-8.16885808451505,4.00279488418442,4.80825191050569
mn_3_[NH]=[P]-[P]=[NH]_[NH]=[P]-[P]=[NH]_[NH]=[P]-[P]=[NH]_[NH]=[P]-[P]=[NH]_[NH]=[P]-[P]=[NH]_[NH]=[P]-[P]=[NH],mn,3,5,-36.8148464214938,-17.9812838849019,-17.2302496306293,-15.8778437452183,-15.4016444897919,2.10344013968359,1.82860514083748
co_2_hydrogenisocyanide_hydrogenisocyanide_hydrogenisocyanide_hydrogenisocyanide_hydrogenisocyanide_hydrogenisocyanide,co,2,4,13.7018207177028,-13.7880092985469,-14.7839460270387,-9.29813060452629,-10.6532576285398,4.4898786940206,4.13068839849895
co_2_[C+]#[S-]_[C+]#[S-]_[C+]#[S-]_[C+]#[S-]_[C+]#[S-]_[C+]#[S-],co,2,4,23.4976417596218,-13.9403930602833,-14.5063898895902,-10.2450868381743,-11.2791195071002,3.69530622210907,3.22727038248996
co_2_methylamine_methylamine_methylamine_methylamine_methylamine_methylamine,co,2,4,-8.72664492367863,-12.8111205402721,-13.632904398208,-8.61240367671223,-9.07499723912648,4.19871686355987,4.55790715908151
co_2_[NH2]-[OH]_[NH2]-[OH]_[NH2]-[OH]_[NH2]-[OH]_[NH2]-[OH]_[NH2]-[OH],co,2,4,3.78251754545203,-13.0995612321304,-13.956719891898,-8.95254600201682,-10.0790973834256,4.14701523011357,3.87762250847233
co_2_[NH2]-[SH]_[NH2]-[SH]_[NH2]-[SH]_[NH2]-[SH]_[NH2]-[SH]_[NH2]-[SH],co,2,4,-4.32918340505239,-13.1294937567572,-13.2873197956985,-9.51582169272122,-9.9512038691111,3.61367206403597,3.33611592658743
co_2_[NH]=[CH2]_[NH]=[CH2]_[NH]=[CH2]_[NH]=[CH2]_[NH]=[CH2]_[NH]=[CH2],co,2,4,-5.85813125970066,-12.9498986089964,-13.9349507830785,-8.69403783478533,-9.37976476259939,4.25586077421104,4.55518602047908
co_2_hydrogencyanide_hydrogencyanide_hydrogencyanide_hydrogencyanide_hydrogencyanide_hydrogencyanide,co,2,4,-11.9627150455795,-15.0261273626556,-15.6683160728307,-10.405634015718,-10.6804690145641,4.62049334693756,4.98784705826651
co_2_[N]#[N]_[N]#[N]_[N]#[N]_[N]#[N]_[N]#[N]_[N]#[N],co,2,4,-18.3264346417472,-19.6656686798102,-20.2044541230927,-15.1485785997652,-15.1349729067531,4.51709008004496,5.06948121633962
co_2_[N]#[P]_[N]#[P]_[N]#[P]_[N]#[P]_[N]#[P]_[N]#[P],co,2,4,-4.89544569516337,-13.6601157842324,-14.4465248403366,-9.34711109937015,-10.0600494132086,4.31300468486221,4.386475427128
co_2_methanol_methanol_methanol_methanol_methanol_methanol,co,2,4,-16.7912342826921,-14.7703403340265,-15.05333874868,-10.1988274819328,-10.0546071360037,4.5715128520937,4.99873161267626
co_2_[OH]-[NH2]_[OH]-[NH2]_[OH]-[NH2]_[OH]-[NH2]_[OH]-[NH2]_[OH]-[NH2],co,2,4,-8.27852779540694,-14.2179491977319,-14.386659791083,-10.0301168885818,-10.6206039653105,4.18783230915012,3.76605582577243
co_2_[OH]-[PH2]_[OH]-[PH2]_[OH]-[PH2]_[OH]-[PH2]_[OH]-[PH2]_[OH]-[PH2],co,2,4,-15.6471475890084,-13.7934515757518,-14.0274694955613,-10.3539323822717,-10.1307990168719,3.43951919348002,3.89667047868939
co_2_[PH2]-[CH3]_[PH2]-[CH3]_[PH2]-[CH3]_[PH2]-[CH3]_[PH2]-[CH3]_[PH2]-[CH3],co,2,4,5.66390766480179,-12.2043066319287,-12.7049961347771,-9.1511891199947,-9.6246672368187,3.05311751193401,3.08032889795837
co_2_[PH2]-[NH2]_[PH2]-[NH2]_[PH2]-[NH2]_[PH2]-[NH2]_[PH2]-[NH2]_[PH2]-[NH2],co,2,4,10.0376485097068,-12.2614505425799,-12.5879871748723,-8.94438258620951,-9.64099406843332,3.31706795637037,2.94699310643897
co_2_[PH2]-[PH2]_[PH2]-[PH2]_[PH2]-[PH2]_[PH2]-[PH2]_[PH2]-[PH2]_[PH2]-[PH2],co,2,4,3.13891653219889,-12.0056635139508,-12.3539692550627,-9.66004203865037,-9.72807050371129,2.34562147530046,2.62589875135144
co_2_[PH2]-[SH]_[PH2]-[SH]_[PH2]-[SH]_[PH2]-[SH]_[PH2]-[SH]_[PH2]-[SH],co,2,4,4.70532613811202,-12.623361976704,-12.966225440611,-10.1471258484865,-10.4709413421765,2.47623612821742,2.49528409843448
